0.0171,-10.3432,0,,7.1622,-10.3432,,10.3432
1.00E-04,7.1622,0,,7.2133,-10.3276,,10.3276
-0.0064,-10.3276,0,,7.1887,-10.3242,,10.3242
0.0026,7.2133,0,,7.1938,-10.3121,,10.3121
-0.0017,-10.3242,0,,9.9101,-10.3601,,10.3601
-0.0161,7.1887,0,,9.9008,-10.3445,,10.3445
0.0006,-10.3121,0,,9.9245,-10.3519,,10.3519
0.0029,7.1938,0,,9.9135,-10.3341,,10.3341
0.0366,-10.3601,0,,9.915,-10.3609,,10.3609
0.0102,9.9101,0,,10.1533,-10.3828,,10.3828
-0.0176,-10.3445,0,,9.9847,-10.3538,,10.3538
-0.0155,9.9008,0,,9.9236,-10.3153,,10.3153
0.01,-10.3519,0,,9.9755,-10.3787,,10.3787
-0.0289,9.9245,0,,9.9486,-10.349,,10.349
0.0365,-10.3341,0,,9.934,-10.3706,,10.3706
-0.0202,9.9135,0,,9.9595,-10.3164,,10.3164
-0.0175,-10.3609,0,,9.9253,-10.3778,,10.3778
-0.0016,9.915,0,,9.9338,-10.3693,,10.3693
0.0312,-10.3828,0,,9.9743,-10.399,,10.399
0.0136,10.1533,0,,9.9346,-10.3448,,10.3448
0.0195,-10.3538,0,,10.0088,-10.3811,,10.3811
-0.0062,9.9847,0,,9.954,-10.4193,,10.4193
0.0366,-10.3153,0,,9.9426,-10.4259,,10.4259
0.0181,9.9236,0,,9.9917,-10.4041,,10.4041
0.0195,-10.3787,0,,9.9525,-10.365,,10.365
-0.0272,9.9755,0,,9.9597,-10.438,,10.438
0.0223,-10.349,0,,9.967,-10.3337,,10.3337
0.0144,9.9486,0,,9.9376,-10.3644,,10.3644
-0.0036,-10.3706,0,,9.9316,-10.368,,10.368
-0.0158,9.934,0,,9.9942,-10.391,,10.391
0.0029,-10.3164,0,,9.9684,-10.3652,,10.3652
-0.0342,9.9595,0,,9.9907,-10.4437,,10.4437
0.0148,-10.3778,0,,9.897,-10.4106,,10.4106
-0.0226,9.9253,0,,9.937,-10.3421,,10.3421
0.0246,-10.3693,0,,9.7492,-10.4305,,10.4305
-0.0079,9.9338,0,,9.9353,-10.3666,,10.3666
-0.0041,-10.399,0,,9.9964,-10.3594,,10.3594
-0.029,9.9743,0,,9.9914,-10.3706,,10.3706
0.0055,-10.3448,0,,9.8843,-10.3668,,10.3668
-0.0155,9.9346,0,,9.9602,-10.3567,,10.3567
0.0369,-10.3811,0,,9.9088,-10.2559,,10.2559
-0.0203,10.0088,0,,9.9312,-10.3858,,10.3858
0.0412,-10.4193,0,,,,,
-0.0132,9.954,0,,,,,
0.0344,-10.4259,0,,,,,
-0.0042,9.9426,0,,,,,
0.0182,-10.4041,0,,,,,
-0.0109,9.9917,0,,,,,
0.0223,-10.365,0,,,,,
-0.0109,9.9525,0,,,,,
0.0267,-10.438,0,,,,,
-0.0127,9.9597,0,,,,,
0.0123,-10.3337,0,,,,,
-0.011,9.967,0,,,,,
0.046,-10.3644,0,,,,,
-0.0064,9.9376,0,,,,,
0.0411,-10.368,0,,,,,
0.0104,9.9316,0,,,,,
0.027,-10.391,0,,,,,
0.0055,9.9942,0,,,,,
0.0243,-10.3652,0,,,,,
-0.025,9.9684,0,,,,,
0.0173,-10.4437,0,,,,,
0.015,9.9907,0,,,,,
0.0389,-10.4106,0,,,,,
-0.0087,9.897,0,,,,,
0.0371,-10.3421,0,,,,,
-0.0595,9.937,0,,,,,
0.0267,-10.4305,0,,,,,
-0.0411,9.7492,0,,,,,
0.0195,-10.3666,0,,,,,
-0.0108,9.9353,0,,,,,
0.0179,-10.3594,0,,,,,
-0.0318,9.9964,0,,,,,
0.0389,-10.3706,0,,,,,
-0.003,9.9914,0,,,,,
0.053,-10.3668,0,,,,,
-0.0413,9.8843,0,,,,,
0.0225,-10.3567,0,,,,,
-0.0273,9.9602,0,,,,,
0.0172,-10.2559,0,,,,,
0.0032,9.9088,0,,,,,
0.0532,-10.3858,0,,,,,
-0.0108,9.9312,0,,,,,
0.0128,-10.3297,0,,,,,
-0.0042,9.9213,0,,,,,
0.0075,-10.3862,0,,,,,
-0.0018,9.9163,0,,,,,
-0.006,-10.4098,0,,,,,
0.0674,-10.3314,0,,,,,
