0.002,-5.7099,0,,5.6081,-5.7099,,5.7099
-0.001,5.6081,0,,5.5969,-5.7325,,5.7325
0.003,-5.7325,0,,5.5727,-5.7168,,5.7168
-0.003,5.5969,0,,5.6023,-5.7253,,5.7253
-0.003,-5.7168,0,,5.5813,-5.7203,,5.7203
-0.0031,5.5727,0,,5.5881,-5.738,,5.738
0.0014,-5.7253,0,,5.5626,-5.7168,,5.7168
0.0004,5.6023,0,,5.5976,-5.7068,,5.7068
0.0029,-5.7203,0,,5.5918,-5.7547,,5.7547
-0.0035,5.5813,0,,5.6027,-5.71,,5.71
-0.0005,-5.738,0,,5.6002,-5.7583,,5.7583
-0.001,5.5881,0,,5.6226,-5.763,,5.763
0.005,-5.7168,0,,5.5855,-5.7379,,5.7379
-0.0021,5.5626,0,,5.5829,-5.7115,,5.7115
0.0021,-5.7068,0,,5.5797,-5.6987,,5.6987
0.0004,5.5976,0,,5.5935,-5.7583,,5.7583
0.0035,-5.7547,0,,5.5996,-5.7209,,5.7209
-0.007,5.5918,0,,5.5938,-5.6828,,5.6828
0.0081,-5.71,0,,5.5981,-5.7333,,5.7333
-0.0102,5.6027,0,,5.5915,-5.7272,,5.7272
0.001,-5.7583,0,,5.5876,-5.7277,,5.7277
-0.005,5.6002,0,,5.6023,-5.7144,,5.7144
0.0005,-5.763,0,,5.6084,-5.74,,5.74
-0.0047,5.6226,0,,5.6394,-5.7467,,5.7467
0.003,-5.7379,0,,5.6152,-5.7387,,5.7387
-0.0011,5.5855,0,,5.6204,-5.7318,,5.7318
0.0086,-5.7115,0,,5.5659,-5.7102,,5.7102
-0.001,5.5829,0,,5.5776,-5.7315,,5.7315
0.0036,-5.6987,0,,5.6171,-5.7198,,5.7198
-0.0091,5.5797,0,,5.5904,-5.7364,,5.7364
-0.0025,-5.7583,0,,0,-5.7179,,
0.0005,5.5935,0,,0,0,,
-0.0021,-5.7209,0,,5.59586,-5.72734,,
-0.0015,5.5996,0,,,,,
0.0096,-5.6828,0,,,,,
-0.004,5.5938,0,,,,,
0.0035,-5.7333,0,,,,,
-0.0035,5.5981,0,,,,,
-0.001,-5.7272,0,,,,,
-0.003,5.5915,0,,,,,
0.003,-5.7277,0,,,,,
-0.0011,5.5876,0,,,,,
0.0055,-5.7144,0,,,,,
-0.0025,5.6023,0,,,,,
0.004,-5.74,0,,,,,
-0.0016,5.6084,0,,,,,
-0.0025,-5.7467,0,,,,,
-0.0027,5.6394,0,,,,,
0.0005,-5.7387,0,,,,,
-0.007,5.6152,0,,,,,
-0.0006,-5.7318,0,,,,,
-0.002,5.6204,0,,,,,
0.0121,-5.7102,0,,,,,
0.0015,5.5659,0,,,,,
-0.0032,-5.7315,0,,,,,
-0.0061,5.5776,0,,,,,
0.0061,-5.7198,0,,,,,
-0.004,5.6171,0,,,,,
0.0035,-5.7364,0,,,,,
-0.0032,5.5904,0,,,,,
-0.0036,-5.7179,0,,,,,
